end_time,artist_name,track_name,ms_played,id,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,time_signature
2021-03-14 00:39,Queen,Another One Bites The Dust - Remastered 2011,214653,57JVGBtBLCfHw2muk5416J,0.112,0.933,0.528,5,0.329,0.163,-6.472,0,0.162,0.756,109.975,4
2021-03-14 00:43,Lana Del Rey,Summertime Sadness,265427,2dBwB667LHQkLhdYlwLUZK,0.0542,0.565,0.654,1,1.8e-06,0.122,-6.826,0,0.0335,0.235,111.968,4
2021-03-14 00:47,The Beatles,The Long And Winding Road - Remastered 2009,218186,3mlMpmY8oZIBFc39D9zLbh,0.756,0.299,0.329,3,0.0105,0.0559,-10.096,1,0.0279,0.392,132.282,4
2021-03-14 00:51,Tom Petty and the Heartbreakers,Don't Come Around Here No More,11582,6ph4sNfbQMkkIazaZePQb5,0.0457,0.565,0.711,9,0.000103,0.124,-7.046,1,0.0289,0.583,124.998,4
2021-03-14 00:51,Elton John,Crocodile Rock,235440,6WCeFNVAXUtNczb7lqLiZU,0.0263,0.621,0.8,4,1.51e-05,0.0591,-7.284,0,0.0344,0.968,149.91,4
2021-03-14 00:51,5 Seconds of Summer,Lover Of Mine,1270,5wejUto9orDIV7g8eb6VZ6,0.513,0.422,0.269,8,0.000212,0.203,-9.457,1,0.0359,0.052,111.884,3
2021-03-14 00:55,Tom Petty and the Heartbreakers,Deliver Me,208040,4imwSeFR8R3yKpfD2yNI2r,0.0325,0.371,0.691,1,3.94e-06,0.449,-4.947,1,0.146,0.167,103.247,3
2021-03-14 00:57,ZAYN,Vibez,163127,0fySG6A6qLE8IvDpayb5bM,0.113,0.768,0.652,1,0.0,0.107,-2.708,0,0.307,0.777,154.187,4
2021-03-14 01:03,Harry Styles,Sign of the Times,340706,5Ohxk2dO5COHF1krpoPigN,0.0275,0.516,0.595,5,0.0,0.109,-4.63,1,0.0313,0.222,119.972,4
2021-03-14 01:06,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146,1hQFF33xi8ruavZNyovtUN,0.0588,0.737,0.495,1,9.12e-06,0.0542,-13.489,1,0.027,0.967,104.409,4
2021-03-14 01:14,Plain White T's,Rhythm Of Love,200200,6MDTpYxPFL0wtFd0pjfKws,0.356,0.531,0.542,8,0.0,0.119,-7.721,1,0.0432,0.726,171.878,4
2021-03-14 01:15,Tom Petty and the Heartbreakers,Echo,37859,7586fVxjKm5IoVTTgDEwcD,0.405,0.629,0.498,5,0.0,0.113,-7.47,0,0.0373,0.492,127.921,4
2021-03-14 01:15,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,900,3dmqIB2Qxe2XZobw9gXxJ6,0.0272,0.464,0.655,7,1.34e-06,0.328,-9.058,0,0.0608,0.531,169.515,4
2021-03-14 01:18,Wrabel,magic,205911,0fv2KH6hac06J86hBUTcSf,0.0967,0.621,0.73,5,0.000131,0.673,-5.414,0,0.107,0.464,139.566,4
2021-03-14 01:21,Billie Eilish,watch,177523,4JeOesjcWWlprTAvucDSJX,0.385,0.53,0.593,5,0.0,0.314,-7.286,1,0.0545,0.538,125.723,4
2021-03-14 01:24,Anna of the North,Dream Girl,151680,59bY27SZQ4r25o02vqOhgC,0.194,0.603,0.771,9,0.0,0.13,-6.336,1,0.0627,0.332,139.988,4
2021-03-14 01:24,Tom Petty and the Heartbreakers,Walls - Circus,5065,5yEpB2g3CbuVk4YmAkzkOK,0.0742,0.538,0.763,5,3.54e-06,0.116,-5.238,1,0.0264,0.384,100.837,4
2021-03-14 01:24,Harry Styles,Golden,1340,45S5WTQEGOB1VHr1Q4FuPl,0.21,0.448,0.838,4,0.000131,0.131,-5.257,0,0.0557,0.254,139.863,4
2021-03-14 01:24,Taylor Swift,Enchanted,660,10eBRyImhfqVvkiVEGf0N0,0.0739,0.455,0.623,8,0.000424,0.146,-3.878,1,0.0288,0.208,163.893,4
2021-03-14 01:24,The Beatles,While My Guitar Gently Weeps - Remastered 2009,1110,389QX9Q1eUOEZ19vtzzI9O,0.0205,0.453,0.654,4,0.00395,0.172,-8.855,0,0.0317,0.702,115.0,4
2021-03-14 01:28,Taylor Swift,Eyes Open,244586,69Kzq3FMkDwiSFBQzRckFD,0.00102,0.696,0.628,2,0.428,0.272,-8.407,1,0.0274,0.701,100.038,4
2021-03-14 01:32,Tom Petty and the Heartbreakers,Finding Out,216400,4YgjTjzden2HdFOyEF3R9h,0.0311,0.634,0.763,7,3.59e-05,0.549,-5.028,1,0.241,0.781,155.7,4
2021-03-14 01:35,Taylor Swift,gold rush,185320,5BK0uqwY9DNfZ630STAEaq,0.83,0.512,0.462,9,0.166,0.121,-10.491,1,0.0408,0.353,112.05,4
2021-03-14 01:36,Arctic Monkeys,505,59733,58ge6dfP91o9oXMzq3XkIS,0.00237,0.52,0.852,0,5.79e-05,0.0733,-5.866,1,0.0543,0.234,140.267,4
2021-03-14 01:36,Rick Astley,Never Gonna Give You Up,1060,4cOdK2wGLETKBW3PvgPWqT,0.115,0.721,0.939,8,3.79e-05,0.108,-11.823,1,0.0376,0.914,113.309,4
2021-03-14 01:36,Ryan Gosling,A Lovely Night,1100,4r9hiElqKWMPT4Z3vN2exq,0.299,0.364,0.478,7,0.0015,0.124,-8.645,1,0.0473,0.493,134.551,4
2021-03-14 01:36,Tom Petty and the Heartbreakers,Room at the Top,1190,7By7UYWA21PcKoKCl8ZaI7,0.162,0.5,0.313,0,5.49e-05,0.117,-8.447,1,0.0253,0.171,84.04,4
2021-03-14 01:36,Tom Petty,Crawling Back To You,15360,571pa5LGKPGLNTLcobbrgr,0.00686,0.426,0.908,0,0.0,0.167,-3.437,0,0.0504,0.16,150.979,4
2021-03-14 01:36,The Chainsmokers,Something Just Like This,1200,6RUKPb4LETWmmr3iAEQktW,0.0498,0.617,0.635,11,1.44e-05,0.164,-6.769,0,0.0317,0.446,103.019,4
2021-03-14 01:36,Taylor Swift,Breathe,790,567CrVjCl2p3qmZqMKfOD9,0.282,0.709,0.6,8,0.0,0.134,-7.079,0,0.102,0.345,142.02,4
2021-03-14 01:36,Passion Pit,Take a Walk,580,4Sfa7hdVkqlM8UW5LsSY3F,0.0338,0.566,0.755,11,0.0,0.315,-5.526,1,0.0368,0.445,101.006,4
2021-03-14 01:36,Taylor Swift,cowboy like me,880,1XjHRolIXL2M1EEOUsGGR4,0.768,0.604,0.517,0,0.000155,0.123,-9.014,1,0.0347,0.511,127.967,4
2021-03-14 01:36,Selena Gomez,A Sweeter Place (feat. Kid Cudi),750,4bb94wZVF1cX66vQjNeJTX,0.109,0.583,0.777,10,0.000509,0.108,-6.991,0,0.185,0.31,190.054,4
2021-03-14 01:36,Natalie Imbruglia,Torn,750,1Jaah2tmN9Hv81A87KZ1MU,0.0647,0.575,0.886,5,0.000187,0.709,-5.182,1,0.034,0.609,96.31,4
2021-03-14 01:40,Sia,"Audio (feat. Sia, Diplo, and Labrinth)",204093,100eDEmpWV5YGVCqHI0leU,0.209,0.568,0.701,3,1.06e-06,0.0769,-4.566,0,0.0426,0.353,89.969,4
2021-03-14 01:44,Lana Del Rey,Lust For Life - BloodPop® Remix,740,0TUHBulhcckjtljAxJrRNg,0.00902,0.635,0.76,8,2.33e-06,0.131,-3.831,1,0.0319,0.498,99.991,4
2021-03-14 01:44,The Strike,The Strangest Dream,240768,6HFlrUeCo9BwRvhlYkDbn6,0.448,0.554,0.374,4,1.54e-05,0.265,-13.367,1,0.0276,0.851,80.113,1
2021-03-14 01:44,JP Cooper,In These Arms,4207,0vTKR5TQD03kASmEGlyDF3,0.00884,0.51,0.915,4,1.75e-05,0.205,-3.036,1,0.0562,0.459,123.257,4
2021-03-14 01:47,Audien,One More Weekend,200586,19YOJKCVvOL7v6B2Oe3UBc,0.537,0.627,0.565,3,0.0,0.214,-6.922,1,0.122,0.514,131.083,3
2021-03-14 01:49,Elephante,Have It All,80033,7BXW1QCg56yzEBV8pW8pah,0.204,0.643,0.638,1,0.0,0.0707,-4.947,0,0.0407,0.6,82.001,4
2021-03-14 05:46,Ariana Grande,Leave Me Lonely,189310,0AXEc8bcsV7WapNBgzAUWH,0.00277,0.568,0.562,8,0.000194,0.217,-11.893,1,0.0381,0.752,118.06,4
2021-03-16 02:17,Nick Jonas,Heights,42634,4G21jWo0Cm6lOIUNnZ2mUI,0.0467,0.644,0.808,5,0.187,0.0652,-7.268,1,0.0513,0.175,174.98,4
2021-03-16 02:17,Nick Jonas,Don't Give Up On Us,64597,24TKRU8yrATUCWVSeubMr4,0.266,0.669,0.658,1,0.0,0.0752,-4.723,1,0.0563,0.576,91.032,4
2021-03-16 02:18,Nick Jonas,Spaceman,15637,1A8SxnqRK3qabmuN2qxIpa,0.00257,0.525,0.904,4,0.000648,0.12,-5.488,1,0.0532,0.803,151.988,4
2021-03-16 02:19,Nick Jonas,2Drunk,92991,33o0xXMPY41CWwDTnxyM5Z,0.0332,0.648,0.798,6,0.0,0.201,-6.088,1,0.179,0.607,156.023,4
2021-03-16 02:20,Nick Jonas,Delicious,45525,0f1bOH82cQvNNZBmmkKv4d,0.149,0.494,0.498,2,0.0616,0.261,-5.739,1,0.0351,0.29,121.199,4
2021-03-16 02:24,Nick Jonas,If I Fall,9984,1jCsCYgzQQHk3bDJDuFbNi,0.758,0.402,0.205,6,0.0,0.147,-11.232,1,0.038,0.42,143.994,4
2021-03-16 02:24,Nick Jonas,Sexual,9963,3VZmChrnVW8JK6ano4gSED,0.119,0.805,0.602,0,0.000122,0.0581,-9.7,0,0.0579,0.744,94.382,4
2021-03-16 02:24,Nick Jonas,Deeper Love,1109,5buD0YyetlbddhIqUyH04X,0.0166,0.628,0.538,10,0.0,0.0785,-10.663,0,0.102,0.371,91.039,4
2021-03-16 02:24,Nick Jonas,This Is Heaven,214623,41bqjWvbH0bkuaNqbHy54l,0.0377,0.646,0.785,2,0.0,0.0897,-4.801,0,0.0545,0.52,100.911,4
2021-03-16 02:28,PUBLIC,Make You Mine,232906,5iFwAOB2TFkPJk8sMlxP8g,0.0128,0.606,0.799,9,0.0,0.15,-4.452,1,0.0261,0.638,103.014,4
2021-03-16 02:31,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs,0.0101,0.568,0.788,5,0.0,0.141,-6.28,1,0.0377,0.46,104.959,4
2021-03-16 02:35,BØRNS,Electric Love,218106,2GiJYvgVaD2HtM8GqD9EgQ,0.00543,0.611,0.797,6,0.00137,0.26,-7.627,0,0.0533,0.518,120.041,4
2021-03-16 02:46,5 Seconds of Summer,Ghost Of You,197411,1MhXdlCQPnO56T57MfmaRm,0.0965,0.458,0.561,10,0.0,0.156,-4.819,1,0.0269,0.206,149.875,3
2021-03-16 02:49,Jake Scott,Favorite T-Shirt,4851,55p8TQ1ggGYOO1gLQrC52D,0.106,0.85,0.556,9,0.0,0.144,-8.143,1,0.0927,0.883,114.987,4
2021-03-16 02:49,MAX,Love Me Less (feat. Quinn XCII),177669,2tOOcDDYkh0PSjr6GwPEAJ,0.0828,0.732,0.856,11,0.0,0.323,-2.2,0,0.0929,0.771,145.034,4
2021-03-16 02:50,Peach Tree Rascals,Mariposa,56245,4ja2gzrNh9VNigzoXfmbwD,0.617,0.676,0.525,9,0.0,0.356,-5.88,1,0.028,0.421,112.011,4
2021-03-16 02:53,Conan Gray,Crush Culture,204120,2sHwSBNDZN2yjCtgwStYt1,0.146,0.522,0.765,0,0.0,0.0866,-5.395,1,0.193,0.455,180.065,4
2021-03-16 02:54,BANNERS,Someone To You,5365,7qEHsqek33rTcFNT9PFqLf,0.751,0.501,0.405,1,0.0,0.105,-5.679,1,0.0319,0.446,109.891,4
2021-03-16 02:54,khai dreams,Sunkissed,9184,1tD8J13a74q8fBqXwAP50j,0.595,0.766,0.354,6,0.0,0.381,-9.486,1,0.0543,0.792,153.902,4
2021-03-16 02:54,Jeremy Zucker,all the kids are depressed,13375,75ls0gurX68lUmMjE7QcsE,0.836,0.773,0.437,9,2.42e-05,0.544,-8.281,1,0.0963,0.707,103.861,4
2021-03-16 02:54,Greyson Chance,shut up,1813,4kbj5MwxO1bq9wjT5g9HaA,0.00701,0.578,0.866,1,0.0,0.257,-3.804,1,0.0619,0.619,128.038,4
2021-03-16 02:54,HARBOUR,Runaway Kids,39070,204N3xuSdqkTdGm21tUwuN,0.00646,0.513,0.847,7,0.0,0.0835,-6.662,1,0.0472,0.338,100.981,4
2021-03-16 02:57,Conan Gray,Maniac,185773,6KfoDhO4XUWSbnyKjNp9c4,0.00162,0.628,0.639,8,0.0,0.354,-5.46,1,0.0435,0.493,108.045,4
2021-03-16 02:58,EDEN,sex,4170,0ntQJM78wzOLVeCUAW7Y45,0.00172,0.542,0.905,9,0.0104,0.136,-5.653,1,0.054,0.374,153.398,4
2021-03-16 02:58,Lauv,Modern Loneliness,17545,1eyek0KJEh2v5HQ9uQSybb,0.144,0.702,0.508,8,0.0,0.108,-7.105,1,0.035,0.143,82.009,4
2021-03-16 02:58,WALK THE MOON,Lost In The Wild,5248,0M1A9wInEHilyWkh4I8tWo,0.007,0.483,0.77,6,0.0,0.182,-4.829,0,0.0512,0.386,132.992,4
2021-03-16 02:59,Conan Gray,Comfort Crowd,70144,6uaBrivDHCaV0uBTiwHTUi,0.163,0.678,0.431,0,1.94e-06,0.147,-6.749,1,0.0326,0.404,90.941,4
2021-03-16 03:02,Conan Gray,Maniac,3130,6KfoDhO4XUWSbnyKjNp9c4,0.00162,0.628,0.639,8,0.0,0.354,-5.46,1,0.0435,0.493,108.045,4
2021-03-16 03:02,Conan Gray,Wish You Were Sober,168880,0kn2gu8Pd03DiYHzRvX2Xk,0.0178,0.701,0.728,2,0.0,0.17,-5.226,1,0.0468,0.696,91.071,4
2021-03-16 03:03,Conan Gray,(Online Love),37066,1WVunZLZM2zLTm5rAvKZkF,0.891,0.433,0.253,0,0.00013,0.389,-11.243,1,0.0476,0.85,77.72,1
2021-03-16 03:04,Conan Gray,Checkmate,101888,3SnpCALgmzVy7k07aAXbuA,0.0669,0.512,0.716,1,9.04e-06,0.147,-4.13,1,0.304,0.703,151.484,4
2021-03-16 03:05,Conan Gray,The Cut That Always Bleeds,15775,7wTqEW5nrMhvyEhEyTnOMd,0.59,0.489,0.413,0,0.0,0.0639,-6.499,1,0.0314,0.246,136.116,4
2021-03-16 03:05,OVERSTREET,Man on the Moon,54709,78T9DulqSBWqkaxczcGBfk,0.638,0.649,0.659,0,2.71e-05,0.359,-8.924,1,0.066,0.497,90.991,4
2021-03-16 03:06,The Wldlfe,Somebody's Gonna Love You,16394,5CL7CWtWYfYFCRz6ZVRi7I,0.233,0.64,0.9,8,6.54e-06,0.227,-5.44,1,0.0462,0.935,109.939,4
2021-03-16 03:06,King Princess,1950,2154,0CZ8lquoTX2Dkg7Ak2inwA,0.648,0.6,0.535,4,4.7e-06,0.162,-7.043,1,0.107,0.269,71.912,4
2021-03-16 03:06,Aly & AJ,Slow Dancing,8554,0rKtyWc8bvkriBthvHKY8d,0.544,0.515,0.479,3,0.00598,0.191,-7.458,1,0.0261,0.284,88.964,4
2021-03-16 03:10,6LACK,PRBLMS,26431,4AtZRwSR8BOTTQg5ihSggt,0.0307,0.417,0.58,9,1.45e-06,0.179,-4.574,1,0.207,0.139,68.58,5
2021-03-16 03:10,The Weeknd,Try Me,221106,7kt9e9LFSpN1zQtYEl19o1,0.314,0.515,0.476,9,4.74e-05,0.171,-9.843,1,0.0328,0.412,135.886,4
2021-03-16 03:10,Lil Nas X,Old Town Road - Remix,1753,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,0.619,6,0.0,0.113,-5.56,1,0.102,0.639,136.041,4
2021-03-16 03:10,Calvin Harris,Skrt On Me (feat. Nicki Minaj),22730,7iDxZ5Cd0Yg08d4fI5WVtG,0.169,0.713,0.889,0,5.8e-05,0.169,-3.87,1,0.0376,0.96,101.977,4
2021-03-16 03:12,KYLE,Hey Julie! (feat. Lil Yachty),6805,3fVIFpU3VdSEoR82DaYe79,0.0363,0.803,0.499,11,3.46e-06,0.129,-5.932,1,0.306,0.749,161.042,4
2021-03-16 03:12,B.o.B,HeadBand (feat. 2 Chainz),65247,2LvRR121MWFmmEGkuV2vQP,0.132,0.919,0.506,1,0.0,0.0771,-7.14,1,0.304,0.273,97.465,4
2021-03-16 03:17,Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),100102,270aLuFCbX32hhBr8MQyPM,0.0802,0.645,0.541,10,0.0,0.325,-6.312,0,0.0385,0.411,95.061,4
2021-03-16 03:19,DeJ Loaf,No Fear,122240,2H881m3JRA8lpuuwaQL6zy,0.387,0.614,0.682,11,0.0,0.134,-4.117,0,0.102,0.566,100.202,4
2021-03-16 03:20,PARTYNEXTDOOR,Damage,6581,0KS2h61pHQ4WmOwruD7uxD,0.113,0.646,0.696,1,0.0,0.115,-6.505,1,0.065,0.18,81.336,4
2021-03-16 03:21,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2143,45XhKYRRkyeqoW3teSOkCM,0.0287,0.613,0.681,8,0.0,0.126,-3.089,1,0.0778,0.619,97.621,4
2021-03-16 03:21,Wale,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",67584,7rfiXyFb5M9BqdkvKvVEiB,0.0453,0.728,0.811,7,2.07e-06,0.362,-4.278,1,0.0564,0.705,114.995,4
2021-03-16 03:22,2 Chainz,It's A Vibe,54005,6H0AwSQ20mo62jGlPGB8S6,0.0312,0.822,0.502,7,0.000887,0.114,-7.38,1,0.148,0.525,73.003,4
2021-03-16 03:22,Jay Sean,Do You Love Me,19594,2Ghp894n1laIf2w98VeAOJ,0.0203,0.805,0.498,7,2.37e-05,0.085,-7.927,0,0.0737,0.636,121.006,4
2021-03-16 03:27,French Montana,Whiskey Eyes,284303,0lI3C7jXLDY88pQPRjUCLR,0.0573,0.32,0.797,0,0.0,0.392,-6.736,0,0.566,0.364,169.694,4
2021-03-16 03:31,French Montana,Unforgettable,233901,3B54sVLJ402zGa6Xm4YGNe,0.0293,0.726,0.769,6,0.0101,0.104,-5.043,1,0.123,0.733,97.985,4
2021-03-16 03:33,French Montana,Trippin,131992,2gdtLnVGGg80Kj9GiqP0vH,0.000386,0.47,0.989,7,0.00161,0.157,-3.857,1,0.0632,0.446,106.479,4
2021-03-16 03:36,French Montana,A Lie,185365,1FfxSgLHUkNCCLdZ7wrCTY,0.00169,0.68,0.83,5,0.0,0.382,-3.922,0,0.0897,0.638,102.91,4
2021-03-16 03:36,French Montana,Jump,5258,1z7LV5wkExwW8YJk0IrPUA,0.241,0.826,0.616,2,0.0,0.287,-5.479,1,0.328,0.612,127.925,4
2021-03-17 01:12,DNCE,Body Moves,236453,2igbKtoBMXdYgYPkCpl0V4,0.00166,0.655,0.693,5,0.0,0.0398,-5.148,0,0.0372,0.868,102.028,4
2021-03-17 01:13,ZAYN,Vibez,34917,0fySG6A6qLE8IvDpayb5bM,0.113,0.768,0.652,1,0.0,0.107,-2.708,0,0.307,0.777,154.187,4
2021-03-17 02:22,Arctic Monkeys,Brianstorm,34720,5rTIpPWeO0IL4HWlGWrz5G,8.39e-05,0.421,0.98,1,0.00125,0.237,-4.229,1,0.212,0.435,165.193,4
2021-03-17 02:24,Louane,Donne-moi ton co3ur,129290,3l4fjcABpznpJg8nMFQS0b,0.279,0.735,0.652,8,0.000181,0.104,-7.624,0,0.157,0.412,94.983,4
2021-03-17 02:25,Chagrin D'amour,Eden-nouba,69685,3pmE2PKwVXnMnsfZGoB3yM,0.0462,0.774,0.924,2,0.0031,0.906,-6.9,1,0.0841,0.878,122.643,4
2021-03-17 02:26,Stromae,Bienvenue Chez Moi,56074,5yS7vQ1VuDEfNwDGRztrrY,0.12,0.586,0.775,0,0.0,0.144,-9.123,1,0.393,0.234,111.471,4
2021-03-17 04:01,Chagrin D'amour,Sainte nitouge,63436,2KmROVXCYtLgCjd1R8vJYz,0.114,0.796,0.715,7,0.000714,0.0658,-7.431,0,0.611,0.801,76.076,4
2021-03-17 11:42,Bruno Mars,Leave The Door Open,225800,02VBYrHfVwfEWXk5DXyf0T,0.182,0.586,0.616,5,0.0,0.0927,-7.964,1,0.0324,0.719,148.088,4
2021-03-17 11:45,Justin Bieber,Hold On,170813,4nieHhXAQdDAt0wSgsXMfn,0.0106,0.658,0.634,1,0.0,0.132,-5.797,0,0.0413,0.29,139.98,4
2021-03-17 11:46,Dua Lipa,We're Good,57186,7c8H6t64ADk7PkntXL9PIR,0.0439,0.703,0.615,0,2.08e-05,0.102,-8.662,0,0.21,0.206,119.971,4
2021-03-17 11:46,The Weeknd,Save Your Tears,1080,5QO79kh1waicV47BqGRL3g,0.0212,0.68,0.826,0,1.24e-05,0.543,-5.487,1,0.0309,0.644,118.051,4
2021-03-17 11:47,Masked Wolf,Astronaut In The Ocean,88050,3Ofmpyhv5UAQ70mENzB277,0.175,0.778,0.695,4,0.0,0.15,-6.865,0,0.0913,0.472,149.996,4
2021-03-17 11:47,Masked Wolf,Astronaut In The Ocean,6030,3Ofmpyhv5UAQ70mENzB277,0.175,0.778,0.695,4,0.0,0.15,-6.865,0,0.0913,0.472,149.996,4
2021-03-17 11:47,Cardi B,Up,2080,0mKnuxVkPi5h0kuvZl44VM,0.232,0.549,0.44,7,7.37e-06,0.107,-8.192,1,0.0264,0.214,128.01,3
2021-03-17 11:49,Masked Wolf,Astronaut In The Ocean,86528,3Ofmpyhv5UAQ70mENzB277,0.175,0.778,0.695,4,0.0,0.15,-6.865,0,0.0913,0.472,149.996,4
2021-03-17 11:51,Lil Nas X,HOLIDAY,154997,6zFMeegAMYQo0mt8rXtrli,0.12,0.81,0.511,5,0.0,0.0832,-6.924,0,0.164,0.837,151.947,4
2021-03-17 11:53,Witt Lowry,Into Your Arms (feat. Ava Max),32760,0b11D9D0hMOYCIMN3OKreM,0.0134,0.504,0.788,3,0.0,0.363,-4.113,0,0.215,0.228,170.039,4
2021-03-17 11:53,Stellar,Ashes,80603,3Pj6u2KTgepyyidp5xfbHp,0.0947,0.712,0.568,5,0.0,0.169,-7.864,0,0.0546,0.46,130.019,4
2021-03-17 11:53,Trevor Daniel,Falling,2240,4UG2Fm0E98LhE2dlNxiAXx,0.617,0.424,0.438,11,0.0,0.0837,-5.53,1,0.0553,0.325,128.983,5
2021-03-17 11:53,24kGoldn,Mood (feat. iann dior),2080,4jPy3l0RUwlUI9T5XHBW2m,0.174,0.701,0.716,7,0.0,0.324,-3.671,0,0.0361,0.732,91.007,4
2021-03-17 11:53,Kim Dracula,Paparazzi,1870,7Hqig8kp32q2Ire3ECQvWM,0.113,0.762,0.692,5,0.0,0.094,-3.973,0,0.0438,0.397,114.906,4
2021-03-17 11:54,Yung Gravy,oops!,18200,6naxalmIoLFWR0siv8dnQQ,0.3,0.751,0.834,1,1.77e-05,0.355,-5.444,0,0.0437,0.894,95.053,4
2021-03-17 11:54,Masked Wolf,Speed Racer,31040,7mwLlFNlWD4AOFoxPJTPwn,0.0102,0.551,0.959,6,0.325,0.0463,-2.497,0,0.0463,0.971,92.487,4
2021-03-17 11:55,Bazanji,Tony Montana,13350,2EIxlkSRyejFdD2Rp1Mmza,0.00026,0.609,0.776,4,1.46e-05,0.105,-5.837,1,0.0595,0.266,116.009,4
2021-03-17 11:57,Kanye West,I Thought About Killing You,1550,0yhxBvedRdGxsPZHJNI4VA,0.867,0.752,0.396,2,0.0,0.0486,-7.932,1,0.411,0.417,116.016,4
2021-03-17 11:57,Kendrick Lamar,Wesley's Theory,148690,7Ks4VCY1wFebnOdJrM13t6,0.359,0.509,0.787,7,2.76e-05,0.26,-6.754,1,0.265,0.507,114.449,4
2021-03-17 11:58,Kanye West,On Sight,44720,1gqkRc9WtOpnGIqxf2Hvzr,0.487,0.605,0.469,9,0.0,0.28,-3.182,0,0.327,0.515,101.601,4
2021-03-17 12:01,Kanye West,Black Skinhead,188013,722tgOgdIbNe3BEyLnejw4,0.0011,0.766,0.809,1,0.0,0.168,-6.123,1,0.279,0.325,130.127,4
2021-03-17 12:02,Kanye West,New Slaves,5580,4cAgkb0ifwn0FSHGXnr4F6,0.165,0.506,0.59,1,1.09e-05,0.096,-4.322,1,0.076,0.359,141.099,4
2021-03-17 12:02,Kanye West,I Am A God,30986,5RhFmJifQe83FpQ6ZFFTZ5,0.00397,0.523,0.702,6,0.0325,0.063,-6.74,0,0.0462,0.494,179.992,4
2021-03-17 12:06,JAY-Z,No Church In The Wild,231110,3Osd3Yf8K73aj4ySn6LrvK,0.246,0.654,0.75,8,0.0178,0.167,-7.509,0,0.105,0.557,92.78,4
2021-03-17 20:23,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs,0.0101,0.568,0.788,5,0.0,0.141,-6.28,1,0.0377,0.46,104.959,4
2021-03-17 20:23,Chagrin D'amour,Blonde platine,16930,3mx2qkKkOX7G64fVd9esfx,0.0352,0.963,0.68,0,0.000426,0.26,-6.973,0,0.342,0.796,114.668,4
2021-03-17 20:26,FINNEAS,American Cliché,203389,2IFioAFD8QEIq17UwOaSFb,0.0732,0.772,0.503,11,0.0,0.0785,-7.603,0,0.0873,0.496,138.046,4
2021-03-17 20:27,Chagrin D'amour,Chacun fait (C'qui lui plait),24804,5TpIQ1tVlPnm4SHObswUU6,0.145,0.711,0.804,9,0.0,0.3,-7.41,0,0.0698,0.85,113.539,4
2021-03-17 20:53,Taylor Swift,right where you left me - bonus track,203562,3zwMVvkBe2qIKDObWgXw4N,0.769,0.581,0.619,10,0.000106,0.117,-6.524,1,0.0282,0.645,137.915,4
2021-03-18 01:06,DVBBS,West Coast (feat. Quinn XCII),150819,4fCE1SCDulouoac9Q8XroU,0.00248,0.714,0.798,5,0.000678,0.103,-4.239,0,0.0612,0.659,119.017,4
2021-03-18 01:06,PUBLIC,Make You Mine,8722,5iFwAOB2TFkPJk8sMlxP8g,0.0128,0.606,0.799,9,0.0,0.15,-4.452,1,0.0261,0.638,103.014,4
2021-03-18 01:08,La La Land Cast,Another Day Of Sun,113940,5kRBzRZmZTXVg8okC7SJFZ,0.0162,0.588,0.742,8,3.98e-06,0.653,-6.757,1,0.0528,0.824,125.819,4
2021-03-18 11:45,JAY-Z,Lift Off,266253,08T26i7SErk6jCDTW7uUFI,0.188,0.404,0.784,2,0.00178,0.165,-7.584,0,0.123,0.289,179.439,3
2021-03-18 11:49,JAY-Z,Ni**as In Paris,219333,4Li2WHPkuyCdtmokzW2007,0.127,0.789,0.858,1,0.0,0.349,-5.542,1,0.311,0.775,140.022,4
2021-03-18 11:52,JAY-Z,Gotta Have It,19240,5Pt83OUaK3K9C2if4C5JOk,0.411,0.74,0.574,4,0.0,0.262,-6.938,1,0.245,0.33,149.762,4
2021-03-18 11:52,JAY-Z,Otis,178213,6vegnfDS8DAEaCqWaPYGPy,0.552,0.754,0.631,7,0.0,0.5,-4.751,0,0.307,0.432,94.577,4
2021-03-18 11:57,JAY-Z,New Day,272853,7F5oktn5YOsR9eR5YsFtqb,0.921,0.661,0.151,0,0.0,0.13,-12.864,1,0.0354,0.23,94.922,4
2021-03-18 11:57,JAY-Z,That's My Bitch,33326,3TJxCXkL774hhGUmzFLUgy,0.237,0.744,0.871,7,0.000287,0.121,-6.291,1,0.114,0.497,108.982,4
2021-03-18 12:00,JAY-Z,Welcome To The Jungle,148410,0G21yYKMZoHa30cYVi1iA8,0.0195,0.453,0.987,8,0.283,0.268,-4.485,1,0.0889,0.316,123.544,4
2021-03-18 12:04,JAY-Z,Who Gon Stop Me,63270,3R1k8P1MrDdLSRhlTaaWAS,0.0408,0.593,0.73,0,0.000156,0.715,-4.638,0,0.159,0.377,133.879,4
